name|code|group1|group1_name|group2|group2_name|rate|gubun|flag|open|high|low|close|volume|dealprice 
KT|KR7030200000|020|통신업|||0.12|1|5|42400|42700|42200|42650|756364|32464526592 
SK텔레콤|KR7017670001|020|통신업|||0.6|1|5|167500|169000|167500|169000|100034|17002297500 
LG유플러스|KR7032640005|020|통신업|||0.25|1|5|7860|7910|7840|7880|468890|3689203670 
KB금융|KR7105560007|021|금융업|||-0.19|2|3|51300|51900|50700|51200|1112151|56818352100 
신한지주|KR7055550008|021|금융업|||-1.73|2|3|48650|48900|48200|48250|1094283|52981485700 
대우증권|KR7006800007|021|금융업|024|증권|-3.47|2|3|24600|24600|23650|23650|1969344|47189642800 
삼성생명|KR7032830002|021|금융업|025|보험|-1.75|2|3|113500|114500|112000|112500|396707|44938894000 
우리금융|KR7053000006|021|금융업|||0|3|4|14500|14650|14300|14350|3046130|44022696850 
삼성증권|KR7016360000|021|금융업|024|증권|-1.07|2|3|65400|65400|64200|64500|584853|37895328300 
외환은행|KR7004940003|021|금융업|022|은행|0|3|4|12850|12900|12650|12750|2904556|37034924950 
하나금융지주|KR7086790003|021|금융업|||1.16|1|5|34100|35000|34100|34750|706471|24548227750 
삼성화재|KR7000810002|021|금융업|025|보험|-1.2|2|3|208000|210000|204500|206500|118474|24420745500 
현대증권|KR7003450004|021|금융업|024|증권|-3.01|2|3|14900|14950|14500|14500|1245941|18306643700 
우리투자증권|KR7005940002|021|금융업|024|증권|-3.62|2|3|19300|19350|18650|18650|776671|14689578150 
기업은행|KR7024110009|021|금융업|022|은행|0|3|4|15300|15400|15100|15300|903661|13733895200 
동양종금증권|KR7003470002|021|금융업|024|증권|-2.75|2|3|10850|11000|10600|10600|1121966|12040926100 
대한생명|KR7088350004|021|금융업|025|보험|-1.03|2|3|8710|8770|8660|8660|1370860|11937862080 
현대해상|KR7001450006|021|금융업|025|보험|-2.8|2|3|23250|23250|22500|22600|506184|11489680100 
부산은행|KR7005280003|021|금융업|022|은행|-1.16|2|3|12850|12950|12750|12800|611452|7875741050 
미래에셋증권|KR7037620002|021|금융업|024|증권|-1.46|2|3|61600|61600|60700|60700|128035|7810140500 
동부화재|KR7005830005|021|금융업|025|보험|-1.5|2|3|36350|36550|36050|36100|204265|7400977350 
삼성카드|KR7029780004|021|금융업|||-2.2|2|3|54000|54200|53300|53300|136395|7316942300 
SK증권|KR7001510007|021|금융업|024|증권|-1.72|2|3|2340|2345|2290|2290|2239676|5174019920 
한국금융지주|KR7071050009|021|금융업|||-1|2|3|34950|35100|34150|34500|122738|4234947500 
대구은행|KR7005270004|021|금융업|022|은행|0.68|1|5|14700|14900|14650|14850|273435|4044320250 
HMC투자증권|KR7001500008|021|금융업|024|증권|-0.52|2|3|19250|19500|19100|19100|207229|3995251100 
유진투자증권|KR7001200005|021|금융업|024|증권|-1.92|2|3|780|785|765|765|4933025|3821967425 
메리츠화재|KR7000060004|021|금융업|025|보험|-1.54|2|3|7750|7770|7630|7660|458425|3515778900 
키움증권|KR7039490008|021|금융업|024|증권|-1.31|2|3|45300|45900|44400|45100|59317|2675563700 
LIG손해보험|KR7002550002|021|금융업|025|보험|-0.41|2|3|24150|24200|23700|24000|94303|2257394800 
한화증권|KR7003530003|021|금융업|024|증권|-1.6|2|3|8150|8170|7970|8020|268270|2163264880 
대신증권|KR7003540002|021|금융업|024|증권|-0.66|2|3|15250|15250|15050|15100|103038|1558319200 
NH투자증권|KR7016420002|021|금융업|024|증권|-1.11|2|3|9980|9990|9750|9790|106527|1050331440 
코리안리|KR7003690005|021|금융업|025|보험|-1.75|2|3|11400|11500|11200|11200|85458|963853500 
동양생명보험|KR7082640004|021|금융업|025|보험|0.78|1|5|12800|12850|12600|12850|73833|939008350 
교보증권|KR7030610000|021|금융업|024|증권|-1.29|2|3|9330|9330|9160|9180|98611|908907080 
대우증권스팩|KR7121910004|021|금융업|||1.38|1|5|3610|3790|3610|3680|233773|861488840 
메리츠종금증권|KR7008560005|021|금융업|024|증권|-0.99|2|3|1010|1015|995|1000|648313|651346620 
우리스팩1호|KR7122750003|021|금융업|||-0.4|2|3|9950|10000|9930|9950|65080|648276200 
한화손해보험|KR7000370007|021|금융업|025|보험|-1.21|2|3|9920|9930|9740|9780|65810|645849020 
KTB투자증권|KR7030210009|021|금융업|024|증권|-1.22|2|3|3690|3695|3600|3630|163120|593260200 
롯데손해보험|KR7000400002|021|금융업|025|보험|-1.5|2|3|7350|7350|7230|7240|78123|568656250 
맥쿼리인프라|KR7088980008|021|금융업|||0.22|1|5|4515|4545|4510|4515|125007|565611805 
전북은행|KR7006350003|021|금융업|022|은행|-1.1|2|3|6400|6400|6310|6310|75243|476198660 
동부증권|KR7016610008|021|금융업|024|증권|-0.16|2|3|6160|6230|6140|6160|65482|404440950 
금호종금|KR7010050003|021|금융업|||-1.04|2|3|965|965|950|955|263662|252434295 
대우증권우|KR7006801005|021|금융업|024|증권|-1.22|2|3|9000|9000|8780|8870|20762|183565840 
우리파이낸셜|KR7021960000|021|금융업|||-1.82|2|3|8920|8920|8640|8650|18077|156964850 
신영증권우|KR7001721000|021|금융업|024|증권|0.35|1|5|28900|28900|28700|28800|5180|148686500 
대신증권우|KR7003541000|021|금융업|024|증권|-0.11|2|3|9500|9500|9460|9480|15201|144190080 
아주캐피탈|KR7033660002|021|금융업|||4.02|1|5|3970|4150|3965|4140|33990|139928800 
동양밸류스팩|KR7122290000|021|금융업|||0|3|4|10100|10200|10050|10100|13390|135394000 
한국개발금융|KR7010460004|021|금융업|||-0.64|2|3|31300|31300|31000|31200|4280|132853000 
한양증권|KR7001750009|021|금융업|024|증권|-0.64|2|3|9340|9350|9250|9270|12770|118553400 
그린손해보험|KR7000470005|021|금융업|025|보험|1.2|1|5|4160|4220|4100|4210|27790|115958550 
골든브릿지증권|KR7001290006|021|금융업|024|증권|-1.64|2|3|2140|2140|2080|2095|42870|90264800 
진흥저축은행|KR7007200009|021|금융업|||1.6|1|5|3440|3505|3440|3495|25172|87721890 
신영증권|KR7001720002|021|금융업|024|증권|-0.93|2|3|37500|37750|37050|37150|2343|87211950 
부국증권|KR7001270008|021|금융업|024|증권|-3.03|2|3|16550|16600|15950|16000|5142|83195000 
한화증권우|KR7003531001|021|금융업|024|증권|0.12|1|5|4080|4155|4050|4095|17670|72007450 
대신증권2우B|KR7003542008|021|금융업|024|증권|-0.11|2|3|8920|8920|8840|8860|8044|71275640 
흥국화재|KR7000540005|021|금융업|025|보험|-0.96|2|3|6170|6280|6160|6200|10570|65403200 
한국저축은행|KR7025610007|021|금융업|||-3.51|2|3|9900|9900|9500|9630|5412|51764160 
우리투자증권우|KR7005941000|021|금융업|024|증권|-0.92|2|3|8650|8680|8550|8610|5732|49331800 
동양종금증권1우|KR7003471000|021|금융업|024|증권|-0.68|2|3|4500|4500|4405|4410|9860|43526600 
한국금융지주우|KR7071051007|021|금융업|||-0.4|2|3|12600|12600|12550|12550|3231|40574550 
솔로몬저축은행|KR7007800006|021|금융업|||0.48|1|5|3150|3190|3125|3165|12670|39828800 
삼성화재우|KR7000811000|021|금융업|025|보험|-0.54|2|3|92500|92500|92000|92000|422|38864700 
SK증권우|KR7001511005|021|금융업|024|증권|0|3|4|1575|1615|1570|1600|22624|35883750 
제일저축은행|KR7024100000|021|금융업|||-1.09|2|3|6390|6400|6320|6330|1890|11993900 
부국증권우|KR7001271006|021|금융업|024|증권|0|3|4|10650|10650|10650|10650|1020|10863000 
흥국화재2우B|KR7000542001|021|금융업|025|보험|0|3|4|5000|5000|5000|5000|1730|8650000 
제주은행|KR7006220008|021|금융업|022|은행|0|3|4|5850|5850|5850|5850|870|5089500 
서울저축은행|KR7016560005|021|금융업|||4.59|1|5|3710|3870|3710|3870|1170|4445100 
유화증권|KR7003460003|021|금융업|024|증권|0.68|1|5|14750|14850|14750|14850|260|3853500 
한양증권우|KR7001751007|021|금융업|024|증권|-0.87|2|3|8050|8050|7950|8000|360|2884500 
흥국화재우|KR7000541003|021|금융업|025|보험|-0.8|2|3|1820|1865|1815|1855|1280|2341200 
삼성엔지니어링|KR7028050003|026|서비스업|||-0.78|2|3|128500|129000|123500|127500|321206|40231129000 
LS|KR7006260004|026|서비스업|||0|3|4|104500|107500|104000|104000|346760|36703181000 
더존비즈온|KR7012510004|026|서비스업|||-14.85|5|1|23350|23650|20350|20350|1686394|35740906900 
GS|KR7078930005|026|서비스업|||1.59|1|5|47200|48950|47200|47850|735204|35361890900 
두산|KR7000150003|026|서비스업|||2.4|1|5|125000|129000|123000|128000|276828|34944718000 
엔씨소프트|KR7036570000|026|서비스업|||2.99|1|5|200500|207000|199000|207000|156525|31900660500 
GKL|KR7114090004|026|서비스업|||-8.14|2|2|23150|23200|21350|21450|1265969|27687281550 
LG|KR7003550001|026|서비스업|||0.36|1|5|83600|84700|82700|84300|325432|27299303900 
NHN|KR7035420009|026|서비스업|||-1.03|2|3|195000|195000|190000|192000|133186|25603337500 
SK C&C|KR7034730002|026|서비스업|||3.03|1|5|92600|95500|92100|95100|252014|23818639700 
한전기술|KR7052690005|026|서비스업|||-7.31|2|2|109000|109500|101500|101500|212849|22185791500 
다우기술|KR7023590003|026|서비스업|||12.57|1|7|7580|8500|7540|8330|2664097|21580318040 
SK|KR7003600004|026|서비스업|||0.52|1|5|96000|97500|95700|96800|140914|13625991900 
강원랜드|KR7035250000|026|서비스업|||-1.4|2|3|21150|21300|20950|21100|475420|10019478170 
CJ|KR7001040005|026|서비스업|||2.59|1|5|74400|75900|73600|75400|118994|8951571200 
에스원|KR7012750006|026|서비스업|||-1.75|2|3|57000|58000|56100|56300|107459|6110013800 
웅진씽크빅|KR7095720009|026|서비스업|||-1.44|2|3|24200|24250|23650|23900|241248|5750946700 
웅진코웨이|KR7021240007|026|서비스업|||-1.29|2|3|42800|42850|41700|42200|134971|5707060750 
제일기획|KR7030000004|026|서비스업|||-1.24|2|3|12100|12150|11800|11900|396841|4729936050 
신세계푸드|KR7031440001|026|서비스업|||-0.62|2|3|82000|82000|80700|80700|50499|3990624800 
코오롱|KR7002020006|026|서비스업|||-2.56|2|3|33700|33700|32300|32350|87471|2873820350 
KC그린홀딩스|KR7009440009|026|서비스업|||2.55|1|5|5120|5500|5120|5230|516409|2751655380 
CJ CGV|KR7079160008|026|서비스업|||2.76|1|5|21800|22350|21700|22300|104984|2312963650 
콤텍시스템|KR7031820004|026|서비스업|||-4.37|2|3|1025|1060|980|985|2106063|2129140395 
한진해운홀딩스|KR7000700005|026|서비스업|||-0.6|2|3|16800|17000|16500|16700|120168|2008974550 
온미디어|KR7045710001|026|서비스업|||-1.33|2|3|3005|3020|2960|2960|657013|1961342630 
효성ITX|KR7094280005|026|서비스업|||11.21|1|7|5450|5990|5360|5950|322383|1855596350 
태평양|KR7002790004|026|서비스업|||-0.32|2|3|155000|155000|152000|154500|11472|1755005500 
티엘씨레저|KR7014590004|026|서비스업|||7.14|1|6|280|305|280|300|4812277|1428369410 
한진중공업홀딩스|KR7003480001|026|서비스업|||-1.54|2|3|12950|13150|12800|12800|101724|1312106700 
이스타코|KR7015020001|026|서비스업|||5.6|1|6|625|695|620|660|1906055|1262807400 
롯데관광개발|KR7032350001|026|서비스업|||3.75|1|5|24350|25700|24000|24900|48140|1186276500 
골든나래리츠|KR7119250009|026|서비스업|||1.03|1|5|15000|15000|14350|14700|79382|1161851650 
웅진홀딩스|KR7016880007|026|서비스업|||-1.26|2|3|12000|12150|11800|11800|96348|1152021600 
CS홀딩스|KR7000590000|026|서비스업|||1.06|1|5|93500|103000|93300|95000|11293|1115389200 
중외홀딩스|KR7096760004|026|서비스업|||-3.11|2|3|2400|2400|2270|2335|456221|1058634185 
SBS|KR7034120006|026|서비스업|||0.16|1|5|31900|32100|31750|31950|30419|971156850 
풍산홀딩스|KR7005810007|026|서비스업|||1.49|1|5|26500|27450|26500|27300|28656|775258800 
C&우방랜드|KR7084680008|026|서비스업|||-0.35|2|3|2860|2895|2800|2830|271106|768196600 
하이트홀딩스|KR7000140004|026|서비스업|||-2.05|2|3|22000|22200|21450|21550|32785|710115750 
영원무역홀딩스|KR7009970005|026|서비스업|||0|3|4|29700|29800|29300|29700|20150|595641500 
S&T홀딩스|KR7036530004|026|서비스업|||-0.38|2|3|13150|13250|12950|13200|37280|487476000 
IHQ|KR7003560000|026|서비스업|||-0.75|2|3|1375|1395|1320|1330|354196|478833985 
SBS미디어홀딩스|KR7101060002|026|서비스업|||-0.56|2|3|2675|2675|2630|2645|150719|399011905 
대교|KR7019680008|026|서비스업|||-2.56|2|3|5850|5860|5600|5720|64525|367903500 
일진홀딩스|KR7015860000|026|서비스업|||-1.1|2|3|3630|3630|3540|3580|99881|356954530 
세아홀딩스|KR7058650003|026|서비스업|||-0.26|2|3|76900|78000|76500|77700|3313|255824700 
LG우|KR7003551009|026|서비스업|||0|3|4|34350|34400|34300|34350|7420|254698500 
대성홀딩스|KR7016710006|026|서비스업|||0.84|1|5|8290|8480|8210|8360|28490|238055800 
삼성출판사|KR7068290006|026|서비스업|||3.02|1|5|3750|3930|3710|3920|60200|230066550 
프라임엔터|KR7017170002|026|서비스업|||-14.94|5|1|1310|1310|1310|1310|157152|205914890 
진양홀딩스|KR7100250000|026|서비스업|||0.96|1|5|1555|1590|1550|1570|124110|195056650 
KISCO홀딩스|KR7001940006|026|서비스업|||-1.52|2|3|59700|59700|58000|58200|3264|191780300 
GⅡR|KR7035000009|026|서비스업|||-1.56|2|3|8900|8900|8800|8810|16421|145250410 
농심홀딩스|KR7072710007|026|서비스업|||0.48|1|5|62900|63200|62500|62900|2270|142265900 
대상홀딩스|KR7084690007|026|서비스업|||-1.12|2|3|3110|3140|3100|3100|43750|136408550 
한솔PNS|KR7010420008|026|서비스업|||0|3|4|1770|1830|1770|1780|70633|126332490 
성창기업지주|KR7000180000|026|서비스업|||-2.28|2|3|15150|15300|14950|15000|7840|118158500 
한미파슨스|KR7053690004|026|서비스업|||-0.71|2|3|14450|14450|14000|14000|6470|91366000 
웰스브릿지|KR7015540008|026|서비스업|||-2.13|2|3|460|470|450|460|197582|89405400 
동성홀딩스|KR7102260007|026|서비스업|||-0.43|2|3|9110|9370|9110|9230|9284|86002420 
평화홀딩스|KR7010770006|026|서비스업|||2.01|1|5|3040|3090|2950|3040|24240|72719380 
신세계 I&C|KR7035510007|026|서비스업|||-0.33|2|3|61100|61400|60700|61000|1126|68625300 
노루홀딩스|KR7000320002|026|서비스업|||-0.4|2|3|5050|5050|4910|4990|12391|61637310 
GS우|KR7078931003|026|서비스업|||1.66|1|5|21300|21600|21100|21400|2685|57263000 
비상교육|KR7100220003|026|서비스업|||-0.42|2|3|9490|9490|9200|9400|5570|52381800 
유엔젤|KR7072130008|026|서비스업|||0.73|1|5|4815|4875|4815|4855|10430|50581200 
두산우|KR7000151001|026|서비스업|||1.24|1|5|36650|36700|35800|36700|1030|37504500 
텔코웨어|KR7078000007|026|서비스업|||-0.55|2|3|7300|7300|7170|7220|4700|33906600 
노루홀딩스우|KR7000321000|026|서비스업|||4.53|1|5|4725|5090|4725|5080|6480|32378600 
대웅|KR7003090008|026|서비스업|||-1.12|2|3|18200|18200|17700|17700|1760|31241500 
코오롱우|KR7002021004|026|서비스업|||0|3|4|10300|10350|10250|10350|2870|29477500 
한신정|KR7034310003|026|서비스업|||1.25|1|5|24000|24350|24000|24300|1160|27944000 
CJ우|KR7001041003|026|서비스업|||2.31|1|5|25700|26550|25700|26550|841|21998550 
한국전자홀딩스|KR7006200000|026|서비스업|||0|3|4|1860|1870|1845|1860|11800|21922350 
IB스포츠|KR7011420007|026|서비스업|||-0.26|2|3|1915|1935|1900|1910|11342|21722820 
대교우B|KR7019681006|026|서비스업|||0|3|4|3850|3850|3780|3800|5611|21322050 
노루홀딩스2우B|KR7000322008|026|서비스업|||-0.53|2|3|9260|9450|9130|9410|2210|20323800 
휘닉스컴|KR7037270006|026|서비스업|||0|3|4|1420|1420|1370|1420|14731|20296770 
티이씨앤코|KR7008900003|026|서비스업|||-2.04|2|3|240|240|235|240|84980|20002300 
SK우|KR7003601002|026|서비스업|||-0.47|2|3|42800|42800|42600|42600|420|17896000 
코리아01호|KR7090970005|026|서비스업|||-1.14|2|3|4400|4400|4350|4350|3480|15202600 
풀무원홀딩스|KR7017810003|026|서비스업|||0|3|4|42250|42300|42000|42250|341|14392250 
아시아3호|KR7081200008|026|서비스업|||-0.21|2|3|4700|4700|4690|4690|3010|14146900 
KPX홀딩스|KR7092230002|026|서비스업|||-2.23|2|3|52600|55000|52500|52500|267|14099200 
다함이텍|KR7009280009|026|서비스업|||0.94|1|5|26950|26950|26600|26950|462|12384900 
코크렙7호|KR7086720000|026|서비스업|||-0.19|2|3|5230|5230|5200|5220|2350|12274400 
아시아8호|KR7081930000|026|서비스업|||0|3|4|4700|4700|4640|4700|2020|9493400 
코크렙15호|KR7121550008|026|서비스업|||0.2|1|5|5120|5140|5110|5130|1840|9421700 
녹십자홀딩스|KR7005250006|026|서비스업|||0.11|1|5|88200|88400|88200|88300|104|9182400 
한세예스24홀딩스|KR7016450009|026|서비스업|||0.85|1|5|2970|2970|2950|2965|2880|8533650 
코크렙8호|KR7090540006|026|서비스업|||0.18|1|5|5590|5590|5540|5550|1420|7879300 
동북아1호|KR7078420007|026|서비스업|||-0.8|2|3|4990|4990|4990|4990|950|4740500 
에쓰씨엔지니어링|KR7023960008|026|서비스업|||-0.71|2|3|4200|4360|4150|4170|899|3751680 
동북아4호|KR7080970007|026|서비스업|||0|3|4|4700|4700|4700|4700|780|3666000 
태평양우|KR7002791002|026|서비스업|||-3.86|2|3|75800|75800|74800|74800|43|3231400 
아시아1호|KR7080180003|026|서비스업|||0|3|4|4895|4900|4895|4900|450|2204700 
동북아12호|KR7083370007|026|서비스업|||-4.08|2|3|4350|4350|4350|4350|500|2175000 
두산2우B|KR7000152009|026|서비스업|||2.24|1|5|38950|38950|38800|38800|50|1944500 
거북선6호|KR7114140007|026|서비스업|||1.7|1|5|4810|5500|4810|5380|220|1156800 
세기상사|KR7002420008|026|서비스업|||0|3|4|34000|34650|34000|34650|30|1026500 
아시아10호|KR7083570002|026|서비스업|||-3.04|2|3|4290|4300|4290|4300|230|988650 
거북선2호|KR7101380004|026|서비스업|||0.98|1|5|4710|5280|4710|5140|120|595600 
동북아8호|KR7082110008|026|서비스업|||0|3|4|4700|4700|4700|4700|110|517000 
아시아12호|KR7083590000|026|서비스업|||-1.38|2|3|4295|4295|4290|4290|100|429050 
아시아9호|KR7081940009|026|서비스업|||0|3|4|4670|4670|4670|4670|80|373600 
아시아6호|KR7082250002|026|서비스업|||2.93|1|5|4745|4745|4740|4740|40|189650 
하이트홀딩스우|KR7000141002|026|서비스업|||0.56|1|5|17850|17850|17850|17850|10|178500 
동북아14호|KR7083390005|026|서비스업|||8.67|1|6|4305|4890|4305|4890|30|140850 
아시아11호|KR7083580001|026|서비스업|||-3.94|2|3|4385|4385|4385|4385|30|131550 
대상홀딩스우|KR7084691005|026|서비스업|||1.19|1|5|2110|2140|2110|2125|50|106250 
녹십자홀딩스1우|KR7005251004|026|서비스업|||-1.72|2|3|57000|57000|57000|57000|1|57000 
바다로3호|KR7092630003|026|서비스업|||0.2|1|5|5050|5050|5050|5050|10|50500 
동북아5호|KR7080980006|026|서비스업|||-1.23|2|3|4805|4805|4805|4805|10|48050 
아시아2호|KR7081190001|026|서비스업|||0.11|1|5|4690|4690|4690|4690|10|46900 
동북아13호|KR7083380006|026|서비스업|||0.11|1|5|4490|4490|4490|4490|10|44900 
KT&G|KR7033780008|||||-0.32|2|3|61300|61700|60900|61400|184987|11350306700 
중국원양자원|HK0000050325|||||-0.41|2|3|7330|7500|7280|7300|351785|2593184580 
조광피혁|KR7004700001|||||-0.99|2|3|10100|10150|10000|10000|72910|734424500 
사조산업|KR7007160005|||||-0.64|2|3|31500|31800|31000|31250|16693|522575250 
삼익악기|KR7002450005|||||0.47|1|5|1060|1080|1050|1070|246390|261882650 
유니켐|KR7011330008|||||-2.78|2|3|360|360|335|350|722429|250996500 
신우|KR7025620006|||||-2.94|2|3|1050|1050|955|990|206755|203972250 
사조오양|KR7006090005|||||0.37|1|5|13750|13750|13500|13500|13496|183251500 
동원산업|KR7006040000|||||-0.4|2|3|124500|125500|123000|124000|1449|179914500 
신라교역|KR7004970000|||||0.41|1|5|12300|12450|12200|12350|13244|163574900 
맵스리얼티1|KR7094800000|||||0.17|1|5|3000|3010|2985|3005|37001|110849895 
동원수산|KR7030720007|||||-1.77|2|3|6340|6340|6060|6090|17860|108959600 
동원|KR7003580008|||||-0.85|2|3|8200|8260|8130|8130|9772|79886660 
맵스베트남1|KR7094520004|||||0|3|4|3750|3750|3705|3750|14970|55760500 
퍼시스|KR7016800005|||||-3.89|2|3|29200|29400|28400|28400|1434|41228100 
에넥스|KR7011090008|||||1.1|1|5|450|470|450|460|48320|21926950 
베트남개발1|KR7096300009|||||0|3|4|725|730|720|730|30110|21683850 
연합과기|HK0000040383|||||2.4|1|5|645|645|620|640|24850|15723050 
리바트|KR7079430005|||||-1.38|2|3|7910|7910|7820|7860|1900|14907400 
보루네오|KR7004740007|||||-1.2|2|3|2070|2070|2050|2050|5580|11474800 
화풍집단 KDR|KR8136010004|||||-1.87|2|3|2600|2790|2600|2630|2020|5509250 
한국유전15-1|KR7093820009|||||3.09|1|5|990|1015|965|1000|5200|5019850 
한국아태특별|KR7098150006|||||0|3|4|145|150|145|150|16850|2443900 
하나니켈2호|KR7099350001|||||0.57|1|5|3540|3540|3540|3540|200|708000 
삼양통상|KR7002170009|||||0|3|4|22850|22850|22850|22850|20|457000 
지비베트남1|KR7094950003|||||0.2|1|5|2505|2505|2505|2505|120|300600 
하나니켈1호|KR7099340002|||||-0.96|2|3|3595|3595|3595|3595|10|35950 
