name|code|group1|group1_name|group2|group2_name|rate|gubun|flag|open|high|low|close|volume|dealprice 
우진세렉스|KR7049800006|012|기계|||-0.19|2|3|2670|2690|2580|2665|115831|304037565 
삼익THK|KR7004380002|012|기계|||0.59|1|5|5100|5240|5010|5130|58160|295293100 
우신시스템|KR7017370008|012|기계|||0.98|1|5|3090|3130|3060|3095|62320|192822550 
한국주강|KR7025890005|012|기계|||-0.24|2|3|4230|4255|4150|4200|18011|75484800 
화천기계|KR7010660009|012|기계|||0.87|1|5|17250|17400|17100|17400|3400|58729000 
화천기공|KR7000850008|012|기계|||0|3|4|37000|37100|36700|37000|1442|53331000 
수산중공업|KR7017550005|012|기계|||0.63|1|5|795|795|785|795|60280|47554550 
동아에스텍|KR7058730003|012|기계|||0|3|4|2385|2435|2385|2410|15480|37452050 
청호컴넷|KR7012600003|012|기계|||-0.5|2|3|8030|8030|7960|7990|4510|36051900 
삼화왕관|KR7004450003|012|기계|||1.39|1|5|21900|22000|21900|21900|1050|23051000 
계양전기우|KR7012201000|012|기계|||-2.68|2|3|1465|1465|1390|1450|11497|16333550 
대림통상|KR7006570006|012|기계|||-0.25|2|3|4030|4065|4020|4050|2390|9633800 
삼양엔텍|KR7008720005|012|기계|||-0.18|2|3|27200|27200|27150|27200|200|5439500 
수산중공우|KR7017551003|012|기계|||0|3|4|180000|180000|180000|180000|10|1800000 
삼성전자|KR7005930003|013|전기전자|||-1.12|2|3|800000|804000|791000|793000|281589|223909912000 
하이닉스|KR7000660001|013|전기전자|||-0.44|2|3|22850|23250|22600|22600|7329207|167640059930 
삼성전기|KR7009150004|013|전기전자|||1.19|1|5|127000|130000|127000|127500|1224662|157260220500 
LG디스플레이|KR7034220004|013|전기전자|||0.93|1|5|37800|38150|37450|38050|2163191|81919223800 
LG전자|KR7066570003|013|전기전자|||-0.93|2|3|106000|107000|105500|106000|751558|79894800500 
LG이노텍|KR7011070000|013|전기전자|||3.6|1|5|141500|145500|141000|144000|515537|74225635000 
삼성SDI|KR7006400006|013|전기전자|||0.3|1|5|167000|170500|167000|168500|256102|43277046500 
성문전자|KR7014910004|013|전기전자|||-14.29|2|1|3700|3810|3065|3090|11450255|40578439420 
삼성테크윈|KR7012450003|013|전기전자|||2.71|1|5|111000|113500|110500|113500|269098|30114867500 
웅진에너지|KR7103130001|013|전기전자|||3.8|1|5|15850|16700|15800|16400|1413433|23073192700 
LS산전|KR7010120004|013|전기전자|||1.51|1|5|86000|87500|85400|87200|258444|22466305600 
삼화콘덴서|KR7001820000|013|전기전자|||1.69|1|5|11900|12650|11850|12000|1056157|13049914850 
한솔LCD|KR7004710000|013|전기전자|||2.45|1|5|47250|48900|47250|48100|187239|9045716350 
신성홀딩스|KR7011930005|013|전기전자|||0.99|1|5|6070|6300|5970|6130|1345694|8287799270 
대우부품|KR7009320003|013|전기전자|||-2.99|2|3|3190|3270|3080|3085|2398809|7560227680 
광전자|KR7017900002|013|전기전자|||-3.4|2|3|4875|4875|4640|4685|1376156|6495877070 
대한전선|KR7001440007|013|전기전자|||0|3|4|10550|10650|10400|10500|598309|6285174550 
삼성전자우|KR7005931001|013|전기전자|||-0.18|2|3|553000|553000|544000|544000|11002|6044634000 
일진디스플|KR7020760005|013|전기전자|||3.17|1|5|8820|9300|8820|9110|499813|4557158670 
삼화전기|KR7009470006|013|전기전자|||3.07|1|5|5580|6260|5500|5700|696161|4158842000 
동부하이텍|KR7000990002|013|전기전자|||-0.85|2|3|9540|9560|9240|9350|382683|3576263850 
일진전기|KR7103590006|013|전기전자|||-3.23|2|3|10800|10850|10450|10500|287098|3043551350 
KEC|KR7092220003|013|전기전자|||0.34|1|5|1475|1495|1455|1470|2022056|2983670700 
세방전지|KR7004490009|013|전기전자|||-0.34|2|3|29950|29950|29100|29650|84274|2485569650 
삼영전자|KR7005680004|013|전기전자|||1.22|1|5|12400|12650|12350|12450|128503|1608399850 
대덕전자|KR7008060006|013|전기전자|||-0.15|2|3|6850|6910|6800|6840|226272|1549633880 
LG전자우|KR7066571001|013|전기전자|||-0.34|2|3|43300|43800|43250|43500|30007|1305665500 
금호전기|KR7001210004|013|전기전자|||1.16|1|5|43050|43850|43050|43500|29346|1274276250 
필룩스|KR7033180001|013|전기전자|||1.96|1|5|1535|1620|1525|1560|697830|1097588300 
대덕GDS|KR7004130001|013|전기전자|||0|3|4|9820|9860|9720|9770|112205|1097344400 
광명전기|KR7017040007|013|전기전자|||-2.83|2|3|1580|1585|1545|1545|621340|970935390 
이수페타시스|KR7007660004|013|전기전자|||0|3|4|3295|3330|3260|3300|256853|845066000 
로케트전기|KR7000420000|013|전기전자|||-0.46|2|3|10850|10900|10550|10750|73700|791518950 
삼성전기우|KR7009151002|013|전기전자|||0.37|1|5|53500|54900|53500|53700|13559|735586800 
허메스홀딩스|KR7012400008|013|전기전자|||-7.84|2|2|2040|2080|1880|1880|363681|714433280 
셀런|KR7013240007|013|전기전자|||-5.2|2|2|860|865|810|820|820300|681302990 
유양디앤유|KR7011690005|013|전기전자|||-4.62|2|3|1705|1725|1650|1650|404871|677786495 
삼화전자|KR7011230000|013|전기전자|||3.36|1|5|2245|2540|2245|2310|255140|611018150 
삼성SDI우|KR7006401004|013|전기전자|||1.53|1|5|66000|67300|65000|66500|7571|504576700 
자화전자|KR7033240003|013|전기전자|||-1.41|2|3|6420|6440|6310|6310|74885|474590050 
신도리코|KR7029530003|013|전기전자|||0.8|1|5|50300|50600|49900|50600|9424|472770400 
경인전자|KR7009140005|013|전기전자|||-4.3|2|3|17450|17450|16600|16700|21400|360942500 
휴니드|KR7005870001|013|전기전자|||0.75|1|5|4730|4880|4700|4705|75239|357550045 
대원전선|KR7006340004|013|전기전자|||-0.63|2|3|790|800|785|790|439990|347679450 
티에이치엔|KR7019180009|013|전기전자|||-5.91|2|2|1260|1270|1195|1195|268640|327529750 
한국단자|KR7025540006|013|전기전자|||0.25|1|5|20150|20200|19900|20200|13310|267008000 
쉘라인|KR7093230001|013|전기전자|||-0.25|2|3|8130|8170|8060|8100|30756|249357700 
에이엔피|KR7015260003|013|전기전자|||-3.59|2|3|835|835|805|805|292740|237519020 
주연테크|KR7044380004|013|전기전자|||-2.58|2|3|770|780|755|755|309595|236142545 
아남전자|KR7008700007|013|전기전자|||-2.25|2|3|440|445|430|435|452094|197011580 
로케트전우|KR7000421008|013|전기전자|||6.84|1|6|12950|14800|12700|14050|12594|174128700 
지에스인스트루|KR7007630007|013|전기전자|||-0.85|2|3|1165|1200|1155|1170|145167|171239740 
키스톤글로벌|KR7012170007|013|전기전자|||6.56|1|6|2300|2450|2285|2435|64352|151062780 
선도전기|KR7007610009|013|전기전자|||-0.44|2|3|2295|2295|2270|2285|56800|129581650 
JS전선|KR7005560008|013|전기전자|||0|3|4|13050|13100|12800|13000|9304|120592500 
가온전선|KR7000500009|013|전기전자|||1.13|1|5|26150|26800|26150|26800|4442|117696600 
코리아써키트|KR7007810005|013|전기전자|||0.73|1|5|4130|4190|4095|4120|26030|107565500 
동원시스템즈|KR7014820005|013|전기전자|||0.75|1|5|1325|1340|1315|1335|62041|82322485 
성문전자우|KR7014911002|013|전기전자|||14.91|4|7|2775|2775|2775|2775|28111|78008025 
유니모씨앤씨|KR7007120009|013|전기전자|||-2.98|2|3|825|835|810|815|93260|76366750 
써니전자|KR7004770004|013|전기전자|||-1.1|2|3|910|920|875|900|81500|72897400 
경동나비엔|KR7009450008|013|전기전자|||1.29|1|5|31300|31600|31000|31400|2300|72343500 
신일산업|KR7002700003|013|전기전자|||-1.2|2|3|410|415|405|410|158342|64677170 
디피씨|KR7026890004|013|전기전자|||0|3|4|1260|1260|1225|1235|49990|61491750 
대동전자|KR7008110009|013|전기전자|||-1.55|2|3|3270|3270|3145|3180|18153|57706690 
오라바이오틱스|KR7016160004|013|전기전자|||3.34|1|5|1510|1545|1495|1545|37125|56828970 
하이트론|KR7019490002|013|전기전자|||1.61|1|5|4360|4530|4305|4430|10221|45454660 
오라바이오틱스2우B|KR7016162000|013|전기전자|||3.68|1|5|14850|15500|14600|15500|1490|22122500 
아남전자우|KR7008701005|013|전기전자|||0.17|1|5|30500|30500|28100|29200|660|19153000 
허메스홀딩스우|KR7012401006|013|전기전자|||-2.17|2|3|358000|368000|353000|361000|36|12821000 
동부하이텍2우B|KR7000992008|013|전기전자|||-5.72|2|2|25750|25750|23600|23900|511|12158900 
동부하이텍1우|KR7000991000|013|전기전자|||-3.85|2|3|8550|8570|8250|8250|845|7218650 
대원전선우|KR7006341002|013|전기전자|||0.96|1|5|525|535|500|525|11520|5994350 
동원시스템즈우|KR7014821003|013|전기전자|||-0.61|2|3|840|845|815|820|5803|4836805 
대덕GDS우|KR7004131009|013|전기전자|||0|3|4|5050|5050|5050|5050|530|2676500 
코리아써우|KR7007811003|013|전기전자|||0|3|4|1420|1430|1420|1425|321|456375 
삼양옵틱스|KR7008080004|014|의료정밀|||0|3|4|1670|1685|1625|1635|12186099|20118475305 
우진|KR7105840003|014|의료정밀|||-6.88|2|2|26800|26900|25050|25050|239691|6141940400 
케이씨텍|KR7029460003|014|의료정밀|||4.51|1|5|5780|6070|5750|6030|523461|3114089700 
미래산업|KR7025560004|014|의료정밀|||-1.39|2|3|360|365|350|355|3839073|1367948525 
디아이|KR7003160009|014|의료정밀|||2.29|1|5|1755|1810|1755|1790|140446|249715040 
현대차|KR7005380001|015|운수장비|||-4.86|2|3|143500|144000|137000|137000|1967892|273511076500 
기아차|KR7000270009|015|운수장비|||-2.59|2|3|30800|31000|30000|30050|4589188|139177134000 
현대모비스|KR7012330007|015|운수장비|||-4.24|2|3|223500|225500|213500|214500|400260|86944388000 
현대중공업|KR7009540006|015|운수장비|||2.12|1|5|285500|291000|285000|288500|292134|84353188500 
삼성중공업|KR7010140002|015|운수장비|||0.19|1|5|26250|26450|25900|26150|1678848|44024094000 
현대미포조선|KR7010620003|015|운수장비|||1.21|1|5|166500|168500|164500|167500|178041|29758558500 
대우조선해양|KR7042660001|015|운수장비|||0|3|4|21850|22000|21450|21750|1322748|28831979300 
대유에이텍|KR7002880003|015|운수장비|||-4.44|2|3|1465|1490|1350|1400|12367689|17360082730 
만도|KR7060980000|015|운수장비|||-1.98|2|3|126500|126500|122000|124000|135317|16879640000 
대유신소재|KR7000300004|015|운수장비|||2.29|1|5|2175|2365|2140|2235|7110992|16151810310 
한진중공업|KR7097230007|015|운수장비|||0.99|1|5|30400|31300|30250|30700|476883|14678860500 
STX조선해양|KR7067250001|015|운수장비|||1.88|1|5|13500|13800|13400|13550|967145|13161652300 
쌍용차|KR7003620002|015|운수장비|||0.33|1|5|15150|15500|14550|15200|726697|11015317500 
한일이화|KR7007860000|015|운수장비|||-5.82|2|2|7920|7920|7330|7450|1339937|10109310120 
현대차2우B|KR7005382007|015|운수장비|||-2.14|2|3|51300|51400|49800|50200|111466|5611505750 
동양기전|KR7013570007|015|운수장비|||-4.26|2|3|7110|7130|6650|6750|783578|5324879870 
현대차우|KR7005381009|015|운수장비|||-3.38|2|3|50300|50300|48100|48600|78902|3878313900 
화신|KR7010690006|015|운수장비|||-1.53|2|3|13150|13150|12300|12900|292167|3716291850 
S&T중공업|KR7003570009|015|운수장비|||-0.28|2|3|18450|18800|17950|18050|178584|3251869100 
에스엘|KR7005850003|015|운수장비|||-4.85|2|3|11450|11500|10800|10800|276780|3060767500 
동국실업|KR7001620004|015|운수장비|||-10.19|2|1|1835|1845|1570|1630|1587424|2675597115 
동원금속|KR7018500009|015|운수장비|||-6|2|2|1460|1500|1370|1410|1375336|1966966660 
체시스|KR7033250002|015|운수장비|||1.61|1|5|930|990|900|945|2042710|1962644050 
태원물산|KR7001420009|015|운수장비|||-7.69|2|2|2555|2700|2290|2400|629540|1559302400 
세종공업|KR7033530007|015|운수장비|||-3.66|2|3|12300|12300|11600|11850|125530|1506066000 
모토닉|KR7009680000|015|운수장비|||-1.49|2|3|8720|9200|8520|8580|132120|1141616700 
S&T대우|KR7064960008|015|운수장비|||-0.74|2|3|27200|27500|26700|26950|29730|802000500 
영화금속|KR7012280004|015|운수장비|||-4.92|2|3|610|615|580|580|1065132|627436470 
SJM|KR7123700007|015|운수장비|||3.87|1|5|6950|7250|6840|7250|77790|551940940 
화승알앤에이|KR7013520002|015|운수장비|||-0.72|2|3|13900|14300|13500|13700|29150|402404500 
대원강업|KR7000430009|015|운수장비|||-2.04|2|3|2670|2710|2600|2635|151064|399818590 
S&T모터스|KR7000040006|015|운수장비|||-1.32|2|3|760|760|740|750|461756|347245060 
인지컨트롤스|KR7023800006|015|운수장비|||0.92|1|5|4400|4445|4260|4380|67274|293888920 
상신브레이크|KR7041650003|015|운수장비|||0.89|1|5|2785|2890|2780|2840|100580|283769500 
현대차3우B|KR7005383005|015|운수장비|||-2.28|2|3|43800|43800|42800|42900|5753|247368400 
디아이씨|KR7092200005|015|운수장비|||-0.13|2|3|3945|3970|3890|3910|62520|244856250 
덕양산업|KR7024900003|015|운수장비|||-3.64|2|3|11000|11500|10600|10600|19491|216400500 
인팩|KR7023810005|015|운수장비|||0.16|1|5|3045|3105|3020|3080|65970|201948750 
세원정공|KR7021820006|015|운수장비|||-0.24|2|3|83300|84300|83200|83300|2062|172586600 
삼성공조|KR7006660005|015|운수장비|||1|1|5|6980|7100|6980|7090|23340|164651400 
한국프랜지|KR7010100006|015|운수장비|||-1.4|2|3|10600|10750|10550|10600|14571|154604100 
새론오토모티브|KR7075180000|015|운수장비|||-1.08|2|3|5530|5550|5350|5470|23368|126670300 
태양금속|KR7004100004|015|운수장비|||-3.14|2|3|7830|7960|7700|7720|15420|119624600 
SJM홀딩스|KR7025530007|015|운수장비|||1.31|1|5|3050|3100|3040|3090|38900|119286250 
대창단조|KR7015230006|015|운수장비|||-0.82|2|3|18350|18400|18150|18200|6473|117975600 
부산주공|KR7005030002|015|운수장비|||0.83|1|5|3035|3110|3010|3025|26920|81858100 
평화산업|KR7090080003|015|운수장비|||-1.29|2|3|1565|1570|1520|1530|49230|75605300 
유성기업|KR7002920007|015|운수장비|||-0.2|2|3|2480|2520|2450|2490|23575|58467450 
삼성중공우|KR7010141000|015|운수장비|||0|3|4|34100|34200|33600|33900|1216|41315300 
현대모비스우|KR7012331005|015|운수장비|||-2.24|2|3|91800|92100|91500|91500|392|35942400 
지코|KR7010580009|015|운수장비|||0|3|4|825|840|815|825|43180|35451400 
파브코|KR7101990000|015|운수장비|||1.54|1|5|1590|1680|1590|1650|2820|4632150 
태양금속우|KR7004101002|015|운수장비|||1.18|1|5|4235|4290|4235|4285|60|256150 
삼성물산|KR7000830000|016|유통업|||2.21|1|5|59900|60800|59200|60200|1504747|90561215700 
SK네트웍스|KR7001740000|016|유통업|||-3.15|2|3|11150|11250|10700|10750|2706758|29570145750 
대성산업|KR7128820008|016|유통업|||10.74|1|7|64900|69500|64000|67000|330612|22507612000 
삼영홀딩스|KR7004920005|016|유통업|||-6.49|2|2|76600|78000|65800|69200|314114|22176930900 
STX|KR7011810009|016|유통업|||2.39|1|5|21000|21650|20700|21450|933125|19874653950 
LG상사|KR7001120005|016|유통업|||0|3|4|34150|34300|33250|34150|488186|16416534200 
아이마켓코리아|KR7122900004|016|유통업|||-2.1|2|3|26050|26250|25550|25700|630693|16303889400 
현대백화점|KR7069960003|016|유통업|||-2.77|2|3|127000|127500|122500|123000|90738|11258494100 
대우인터내셔널|KR7047050000|016|유통업|||1.74|1|5|34450|35100|34000|35050|324559|11236211900 
대우차판매|KR7004550000|016|유통업|||-4.93|2|3|3805|4050|3765|3860|2765057|10719142055 
신세계|KR7004170007|016|유통업|||-1.73|2|3|572000|582000|568000|568000|18709|10689726000 
롯데쇼핑|KR7023530009|016|유통업|||-1.16|2|3|386500|390000|381000|383500|24477|9394886000 
대성지주|KR7005620000|016|유통업|||14.84|4|7|137500|147000|137000|147000|58084|8434546000 
호텔신라|KR7008770000|016|유통업|||-0.38|2|3|26100|26400|25950|26000|261710|6847125000 
로엔케이|KR7006490007|016|유통업|||14.86|4|7|1100|1275|1080|1275|5460531|6591278525 
대우차판매1우|KR7004551008|016|유통업|||14.69|1|7|4650|5630|4650|5620|1088101|5757741310 
현대그린푸드|KR7005440003|016|유통업|||-1.09|2|3|10150|10450|9990|9990|491686|5014733950 
롯데미도파|KR7004010005|016|유통업|||-3.85|2|3|13000|13150|12500|12500|199777|2543614500 
현대상사|KR7011760006|016|유통업|||0.19|1|5|26800|27000|26450|26850|60874|1623171900 
GS글로벌|KR7001250000|016|유통업|||-1.86|2|3|18700|18850|18450|18450|57023|1062045000 
고려포리머|KR7009810003|016|유통업|||-12.83|2|1|935|935|795|815|1207161|1019683270 
한국화장품|KR7123690000|016|유통업|||-1.12|2|3|4020|4055|3970|3970|215001|859233220 
LS네트웍스|KR7000680009|016|유통업|||11.83|1|7|6680|7660|6650|7470|111543|818607450 
삼성물산우|KR7000831008|016|유통업|||4.6|1|5|20800|22350|20800|21600|31223|673859800 
영원무역|KR7111770004|016|유통업|||-0.22|2|3|8960|9060|8750|9030|52973|473066190 
인큐브테크|KR7020120002|016|유통업|||-5.67|2|2|3065|3065|2775|2830|155240|446895400 
우리들생명과학|KR7118000009|016|유통업|||-0.85|2|3|590|610|585|585|752983|442486220 
SG세계물산|KR7004060000|016|유통업|||-3.03|2|3|330|330|305|320|1356570|428862510 
한샘|KR7009240003|016|유통업|||0|3|4|11950|11950|11800|11900|33550|399231000 
신성통상|KR7005390000|016|유통업|||3.7|1|5|540|570|525|560|636518|350445280 
와이비로드|KR7010600005|016|유통업|||-2.86|2|3|355|355|335|340|913795|312693550 
혜인|KR7003010006|016|유통업|||-0.77|2|3|3910|3925|3850|3880|65088|252818640 
SK가스|KR7018670000|016|유통업|||-0.35|2|3|42000|43000|42000|42750|5478|233185500 
삼영무역|KR7002810000|016|유통업|||0|3|4|4700|4720|4645|4670|44151|205933120 
세우글로벌|KR7013000005|016|유통업|||-0.56|2|3|880|925|880|885|219420|196830500 
아티스|KR7101140002|016|유통업|||-14.93|5|1|285|285|285|285|665236|189592260 
코아스웰|KR7071950000|016|유통업|||-6.27|2|2|1390|1440|1345|1345|135501|187284395 
청호전자통신|KR7012410007|016|유통업|||-3.57|2|3|140|145|135|135|1313507|180449080 
이화산업|KR7000760009|016|유통업|||-2.7|2|3|11100|11300|10800|10800|13982|154771700 
대구백화점|KR7006370001|016|유통업|||0|3|4|12300|12300|12150|12300|11680|142863000 
E1|KR7017940008|016|유통업|||0.38|1|5|53300|53800|53000|53500|2592|138427600 
광주신세계|KR7037710001|016|유통업|||0|3|4|154000|155000|153000|154500|772|118755500 
유니퀘스트|KR7077500007|016|유통업|||0.89|1|5|3355|3400|3265|3385|31650|105427000 
한창|KR7005110002|016|유통업|||-2.53|2|3|395|395|380|385|217130|83590400 
SK네트웍스우|KR7001741008|016|유통업|||3.42|1|5|13300|14100|13050|13600|5760|78941500 
현대DSF|KR7016510000|016|유통업|||0|3|4|9040|9090|8930|9000|8310|74957900 
LS네트웍스우|KR7000681007|016|유통업|||14.89|4|7|52500|59400|52300|59400|1148|66288000 
한화타임월드|KR7027390004|016|유통업|||-0.94|2|3|15950|15950|15550|15750|4030|63150000 
세이브존I&C|KR7067830000|016|유통업|||0|3|4|2535|2585|2520|2585|17650|44949350 
모나미|KR7005360003|016|유통업|||1.14|1|5|1760|1785|1745|1780|24010|42169800 
국동|KR7005320007|016|유통업|||-1.35|2|3|360|370|360|365|86110|31467000 
윌비스|KR7008600009|016|유통업|||0.93|1|5|2690|2725|2650|2705|7958|21428590 
신흥|KR7004080008|016|유통업|||-1.42|2|3|10500|10700|10400|10400|1821|19040400 
남성|KR7004270005|016|유통업|||0.5|1|5|8080|8080|7950|8050|1700|13582500 
세우글로벌우|KR7013001003|016|유통업|||3.06|1|5|54400|55000|48400|53900|219|11010150 
고려포리머우|KR7009811001|016|유통업|||-1.09|2|3|920000|920000|835000|910000|3|2665000 
한국전력|KR7015760002|017|전기가스업|||-0.78|2|3|31850|32000|31400|31600|1593668|50465752400 
삼천리|KR7004690004|017|전기가스업|||0.98|1|5|107500|112000|102500|103000|102301|10926493000 
한국가스공사|KR7036460004|017|전기가스업|||-0.57|2|3|43750|43900|43150|43600|161763|7026764950 
지역난방공사|KR7071320006|017|전기가스업|||-0.16|2|3|62700|63700|62500|62900|4211|264989100 
대한가스|KR7026870006|017|전기가스업|||-0.86|2|3|28750|29000|28450|28750|2083|59440750 
경남에너지|KR7008020000|017|전기가스업|||0.55|1|5|2730|2750|2705|2730|16281|44380980 
부산가스|KR7015350002|017|전기가스업|||-0.23|2|3|21550|21550|21300|21500|1470|31498000 
경동가스|KR7012320008|017|전기가스업|||0|3|4|40850|41200|40800|41000|620|25374000 
서울가스|KR7017390006|017|전기가스업|||-0.22|2|3|44800|45050|44550|45050|454|20316700 
예스코|KR7015360001|017|전기가스업|||0|3|4|23800|23800|23600|23700|501|11877200 
인천도시가스|KR7034590000|017|전기가스업|||-0.63|2|3|23650|23800|23650|23650|227|5370550 
현대건설|KR7000720003|018|건설업|||2.29|1|5|65500|67000|64700|66900|1044572|69456439100 
한전KPS|KR7051600005|018|건설업|||-2.71|2|3|59100|59800|56500|57500|431197|24857336700 
금호산업|KR7002990000|018|건설업|||13.54|1|7|4010|4540|4000|4485|4948381|21408831300 
삼호개발|KR7010960003|018|건설업|||7.98|1|6|3430|3820|3350|3655|5599045|20249491255 
GS건설|KR7006360002|018|건설업|||0.26|1|5|75100|76200|75100|75900|231626|17538971700 
대림산업|KR7000210005|018|건설업|||-0.3|2|3|66800|67300|66300|66300|148750|9907779300 
현대산업|KR7012630000|018|건설업|||-0.77|2|3|26000|26550|25800|25800|361156|9423660000 
대우건설|KR7047040001|018|건설업|||-0.96|2|3|10350|10450|10250|10300|493777|5104390400 
남광토건|KR7001260009|018|건설업|||-2.05|2|3|3370|3400|3345|3345|754135|2536161565 
금호산업우|KR7002991008|018|건설업|||14.89|4|7|2970|2970|2750|2970|570459|1685149930 
진흥기업|KR7002780005|018|건설업|||-2.04|2|3|490|490|480|480|2351099|1140337660 
한라건설|KR7014790000|018|건설업|||0.79|1|5|12550|12750|12500|12700|76675|967484600 
태영건설|KR7009410002|018|건설업|||-1.53|2|3|4920|4920|4830|4835|175916|854981375 
성지건설|KR7005980008|018|건설업|||14.86|4|7|800|850|770|850|830612|691163510 
두산건설|KR7011160009|018|건설업|||1.61|1|5|4355|4440|4330|4420|137016|601346520 
삼부토건|KR7001470004|018|건설업|||-2.11|2|3|14200|14300|13750|13900|40850|570114500 
벽산건설우|KR7002531002|018|건설업|||14.97|4|7|8380|8830|7690|8830|49142|427121010 
동아지질|KR7028100006|018|건설업|||0.72|1|5|13900|14050|13850|13950|21960|306000500 
벽산건설|KR7002530004|018|건설업|||3.53|1|5|1600|1670|1565|1615|183859|294685115 
현대건설우|KR7000721001|018|건설업|||3.24|1|5|34300|39100|33200|35100|7225|269012950 
계룡건설|KR7013580006|018|건설업|||-0.69|2|3|14450|14550|14350|14350|16560|239627500 
고려개발|KR7004200002|018|건설업|||-0.56|2|3|3560|3560|3500|3535|67251|237037635 
삼환기업|KR7000360008|018|건설업|||0.47|1|5|8630|8670|8580|8620|26640|229800200 
동양건설|KR7005900006|018|건설업|||-6.91|2|2|10900|10900|9960|10100|20383|210344100 
풍림산업|KR7001310002|018|건설업|||1.27|1|5|1990|2080|1970|1995|98862|199582690 
경남기업|KR7000800003|018|건설업|||-0.38|2|3|7900|7900|7770|7820|20470|160123800 
코오롱건설|KR7003070000|018|건설업|||1.78|1|5|3960|4040|3950|4010|30760|122781100 
동부건설|KR7005960000|018|건설업|||0.46|1|5|6490|6570|6400|6500|14122|91752100 
중앙건설|KR7015110000|018|건설업|||1.53|1|5|2300|2380|2285|2325|34054|78542750 
삼호|KR7001880004|018|건설업|||0.67|1|5|2230|2315|2230|2250|31550|71428250 
화성산업|KR7002460004|018|건설업|||0.32|1|5|4680|4720|4650|4695|10650|49955600 
신한|KR7005450002|018|건설업|||-1.63|2|3|6170|6170|6030|6040|7120|43094500 
일성건설2우B|KR7013362009|018|건설업|||2.74|1|5|27200|32000|27200|30050|996|29649800 
한일건설|KR7006440002|018|건설업|||0.63|1|5|2390|2450|2390|2415|11430|27499900 
한신공영|KR7004960001|018|건설업|||0|3|4|8450|8490|8400|8490|3240|27276600 
대림산업우|KR7000211003|018|건설업|||0.69|1|5|21850|21900|21800|21900|660|14397000 
범양건영|KR7002410009|018|건설업|||0.72|1|5|4880|4915|4860|4915|2887|14072030 
삼환기업우|KR7000361006|018|건설업|||-0.1|2|3|4895|4900|4890|4890|2720|13309650 
일성건설|KR7013360003|018|건설업|||-0.9|2|3|6620|6620|6510|6580|1293|8502840 
신세계건설|KR7034300004|018|건설업|||-1.23|2|3|11900|12150|11900|12000|673|8026500 
신일건업|KR7014350003|018|건설업|||-5.96|2|2|3900|4200|3900|4025|630|2509350 
진흥기업2우B|KR7002782001|018|건설업|||5|1|5|405|420|400|420|5120|2048550 
진흥기업우B|KR7002781003|018|건설업|||0|3|4|410|440|410|440|3773|1575620 
삼환까뮤|KR7013700000|018|건설업|||1.3|1|5|5450|5450|5440|5440|130|708400 
태영건설우|KR7009411000|018|건설업|||-0.57|2|3|1745|1745|1705|1735|210|359600 
코오롱건우|KR7003071008|018|건설업|||-0.21|2|3|2385|2420|2380|2380|90|214900 
동부건설우|KR7005961008|018|건설업|||0|3|4|3825|3825|3825|3825|10|38250 
대한항공|KR7003490000|019|운수창고업|||0.64|1|5|77700|78400|77200|78100|538613|41962419200 
한진해운|KR7117930008|019|운수창고업|||-1.08|2|3|32700|33300|31900|32000|876471|28379656850 
대한해운|KR7005880000|019|운수창고업|||-0.18|2|3|56700|57500|55800|55900|467616|26512699900 
STX팬오션|KR7028670008|019|운수창고업|||-0.41|2|3|12450|12550|12150|12250|1986439|24542676500 
글로비스|KR7086280005|019|운수창고업|||-2.08|2|3|144500|146000|140000|141500|109750|15692909500 
아시아나항공|KR7020560009|019|운수창고업|||-0.33|2|3|9100|9150|9020|9020|913348|8291472750 
한솔CSN|KR7009180001|019|운수창고업|||3.5|1|5|2020|2140|2005|2070|2309309|4817416430 
현대상선|KR7011200003|019|운수창고업|||-1.19|2|3|33450|34400|32800|33300|121310|4035565350 
한진|KR7002320000|019|운수창고업|||-2.21|2|3|36200|36200|35350|35350|69161|2464381350 
대한통운|KR7000120006|019|운수창고업|||0.8|1|5|61700|63000|61600|62800|23839|1486568400 
국보|KR7001140003|019|운수창고업|||1.45|1|5|17100|18500|17100|17500|81101|1450185000 
흥아해운|KR7003280005|019|운수창고업|||-1.95|2|3|1030|1035|995|1005|1059665|1068144775 
세방|KR7004360004|019|운수창고업|||1.94|1|5|15400|15800|15100|15750|31614|489032000 
한국공항|KR7005430004|019|운수창고업|||-2.59|2|3|40400|40450|39450|39550|10120|403571500 
봉신|KR7005350004|019|운수창고업|||-5.5|2|2|530|545|505|515|711786|369163170 
한익스프레스|KR7014130009|019|운수창고업|||-2.61|2|3|23000|23500|22300|22350|14852|336473200 
동양고속|KR7084670009|019|운수창고업|||0|3|4|20800|20800|20500|20650|13384|275064600 
KSS해운|KR7044450005|019|운수창고업|||-2.41|2|3|4565|4590|4415|4450|24542|109930900 
동방|KR7004140000|019|운수창고업|||0.57|1|5|2630|2670|2605|2645|11532|30308910 
대한항공우|KR7003491008|019|운수창고업|||-0.17|2|3|29100|29100|28600|28900|980|28278000 
KCTC|KR7009070004|019|운수창고업|||-2.42|2|3|22750|22750|22000|22200|790|17561500 
천일고속|KR7000650002|019|운수창고업|||0.89|1|5|39050|39700|38900|39700|251|9899200 
세방2우B|KR7004362000|019|운수창고업|||0|3|4|12000|12000|12000|12000|20|240000 
